,category,headline,authors,link,short_description,date
62517,RELIGION,"Army Rules Sikh Officer Can Keep His Turban, Beard On Active Duty",Antonia Blumberg,https://www.huffingtonpost.com/entry/captain-simratpal-singh-army_us_56fec798e4b083f5c607b2ae,A huge step in the right direction.,2016-04-01
62569,RELIGION,Daily Meditation: Self-Compassion,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-self-compassion_us_56fdb58ae4b0a06d58055c60,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-04-01
62658,RELIGION,Daily Meditation: Fearlessness,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-fearlessness_us_56fc666ee4b0daf53aeeaef3,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-03-31
62662,RELIGION,"Eva Longoria Meets The Pope, Is Literally #Blessed",Carol Kuruvilla,https://www.huffingtonpost.com/entry/eva-longoria-meets-the-pope-is-literally-blessed_us_56fd43c1e4b083f5c606fafd,🙏,2016-03-31
62764,RELIGION,This Is The World's First Official 'Jewish Tartan',Dominique Mosbergen,https://www.huffingtonpost.com/entry/jewish-tartan-scotland_us_56fb78aee4b0daf53aee02ac,"The design, created by a Scottish rabbi, celebrates both Scotland's history and Jewish values.",2016-03-30
62769,RELIGION,WATCH: Americans Open Up About What It's Like To Be Muslim In This Country,,https://www.huffingtonpost.comhttp://www.huffingtonpost.com/entry/muslim-americans-fear-america_us_56f9413ce4b0a372181a57c7,"As the presidential race dissolves into fear-mongering, racism and rampant xenophobia, Muslims across America are finding",2016-03-29
62837,RELIGION,These Photos Are A Haunting Reminder Of Syrian Christianity Before The War,Carol Kuruvilla,https://www.huffingtonpost.com/entry/syrian-christian-sites_us_56ec0d73e4b084c67220029b,Photographer and musician Jason Hamacher shares photos of Christian sites in Syria before 2011.,2016-03-29
62851,RELIGION,Daily Meditation: Something Good,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-something-good_us_56f9ba17e4b0143a9b49151d,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-03-29
62862,RELIGION,WATCH: Americans Open Up About What It's Like To Be Muslim In This Country,Chantelle DMello,https://www.huffingtonpost.com/entry/muslim-americans-fear-america_us_56f9413ce4b0a372181a57c7,It's harder than you think.,2016-03-28
62977,RELIGION,Pope Urges Using 'Weapons Of Love' To Combat Evil In Easter Message,,https://www.huffingtonpost.com/entry/popes-easter-message-urges-love_us_56f8315de4b0a372181a3ce1,"“May he (the risen Jesus) draw us closer on this Easter feast to the victims of terrorism.""",2016-03-27
63047,RELIGION,Mystery Painter Turns Vile Anti-Muslim Graffiti Into Message Of Love,Lee Moran,https://www.huffingtonpost.com/entry/anti-muslim-graffiti-ireland-dublin_us_56f657ace4b014d3fe2339dc,"""Maybe that is the way to treat things.""",2016-03-26
63078,RELIGION,It's Easter!.... Again???,"Fr. Rob Walsh, ContributorFr. Rob (aka Frob) - priest, chaplain, unaccomplished athlete,...",https://www.huffingtonpost.com/entry/its-easter-again_b_9550620.html,"Passion, Death and Resurrection of God made man - we're offered a share in his divine life. And that's a whole lot better than peanut butter eggs and Peeps.",2016-03-26
63085,RELIGION,The Last Temptation Of America,"John A. Tures, ContributorPolitical science professor, LaGrange College in Georgia",https://www.huffingtonpost.com/entry/the-last-temptation-of-am_b_9550788.html,"This Easter, I hope you'll think about where we are, where we're going, and what we can do to, as Langston Hughes put it, ""Let America be America again,"" instead of a path not so different from those biblical temptations.",2016-03-26
63157,RELIGION,Daily Meditation: Lonesome Valley,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-lonesome-valley_us_56f47b40e4b0a37218199690,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-03-25
63166,RELIGION,Pope Francis's Life Depicted In New Comic Book,,https://www.huffingtonpost.com/entry/pope-francis-comic-book_us_56f57c47e4b0a3721819ded8,The story traces the childhood and training of Jorge Mario Bergoglio.,2016-03-25
63256,RELIGION,Morgan Freeman Visits Site Thought To Be Tomb Of Jesus In New Show,Antonia Blumberg,https://www.huffingtonpost.com/entry/morgan-freeman-jesus-tomb_us_56f42c2ee4b02c402f66c6e0,"""The Story of God with Morgan Freeman"" explores religion over the centuries.",2016-03-24
63373,RELIGION,Gwen Stefani Says Returning To Music Was A Spiritual Experience,Carol Kuruvilla,https://www.huffingtonpost.com/entry/gwen-stefani-says-returning-to-music-was-a-spiritual-experience_us_56f053f9e4b084c672211dcc,"""Everybody felt the magic of this music being made.""",2016-03-22
63455,RELIGION,Daily Meditation: Fiery Spark,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-fiery-spark_us_56f173e6e4b09bf44a9e9b97,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-03-22
63578,RELIGION,Pope Francis' Palm Sunday Message: Don't Abandon Refugees,Kim Bellware,https://www.huffingtonpost.com/entry/pope-francis-refugees_us_56eee9c4e4b09bf44a9d93d7,The pope went-off script during his Sunday morning homily at the Vatican.,2016-03-20
63665,RELIGION,Pope Francis Makes His Instagram Debut,Carol Kuruvilla,https://www.huffingtonpost.com/entry/pope-francis-makes-his-instagram-debut_us_56e9af9be4b065e2e3d845ea,"Welcome to Instagram, @Franciscus.",2016-03-19
63686,RELIGION,When Did We Get to Be Better than God?,"Derek Penwell, ContributorAuthor; Editor; Speaker; Activist",https://www.huffingtonpost.com/entry/when-did-we-get-to-be-bet_b_9507086.html,"God loves Muslims as much as Christians, LGBTQ people as much as straight folks, immigrants and refugees as much as US citizens, poor people as much as the rich. We should be exceedingly suspicious of any God who is more intellectually rigid than we are, who disapproves of all the same people we disapprove of.",2016-03-19
63715,RELIGION,Why Seal Says He's 'Constantly Striving To Connect' To His Spirit,Kira Brekke,https://www.huffingtonpost.com/entry/seal-on-spirituality_us_56ec31ffe4b084c6722016bd,"""The Passion"" actor opened up about his relationship with religion and faith.",2016-03-18
64033,RELIGION,The Moment Casey Gerald Realized The Importance Of Doubt,Carol Kuruvilla,https://www.huffingtonpost.com/entry/casey-gerald-ted-talk_us_56e83b8ce4b065e2e3d763a6,"""This doubt, it fuels me, it gives me hope.""",2016-03-15
64139,RELIGION,A Graphic Novel Is In The Works To Show How Science And Faith Can Coexist,Antonia Blumberg,https://www.huffingtonpost.com/entry/science-and-faith-graphic-novel_us_56e337c2e4b0860f99d91509,All it takes is dialogue and an open mind.,2016-03-14
64187,RELIGION,SXSW Apologizes For Asking U.S. Olympian Ibtihaj Muhammad To Remove Hijab,Peter Andrew Hart,https://www.huffingtonpost.com/entry/sxsw-olympian-ibtihaj-muhammad-hijab_us_56e4ddd2e4b0b25c918233ed,Her ID badge also came with the wrong name printed on it.,2016-03-13
64375,RELIGION,Three Years Of Pope Francis Have Unnerved Some Conservative Catholics,"Philip Pullella & Tom Heneghan, Reuters",https://www.huffingtonpost.com/entry/pope-francis-three-year-anniversary_us_56e2fccfe4b0b25c9181bef0,"""I wonder if he realizes how much confusion he is causing.""",2016-03-11
64448,RELIGION,This Christian Is Fed Up With Islamophobic Rhetoric,Carol Kuruvilla,https://www.huffingtonpost.com/entry/islamophobia-catherine-orsborn-shoulder-to-shoulder_us_56df1424e4b03a40567a44be,And she's leading a national organization to do something about it.,2016-03-10
64575,RELIGION,"U.S. Wins Religious Discrimination Case Against Western Towns Over Access To Housing, Utilities","Julia Harte, Reuters",https://www.huffingtonpost.com/entry/eligious-discrimination-case-polygamous-church_us_56de4d88e4b0000de405b1cb,"The jury also issued a non-binding verdict finding that the cities' joint police department operated as an ""arm"" of the Utah-based polygamous church.",2016-03-08
64899,RELIGION,Muhammad as Spirit of Truth: A Christian Testimony Against Islamophobia,"Ian Mevorach, ContributorTheologian, minister, ethicist, and activist; co-founder of Co...",https://www.huffingtonpost.com/entry/muhammad-as-spirit-of-tru_b_9389642.html,"Today as Christians we have the opportunity to embrace Muhammad, the Qur'an, and Islam in an expression of faith in Jesus.",2016-03-05
65625,RELIGION,Eerie Sci-Fi Short Explores Quest To Feel 'Connected' With A Surprising Star,Antonia Blumberg,https://www.huffingtonpost.com/entry/pamela-anderson-connected_us_56ce3184e4b03260bf756e21,"Former ""Baywatch"" actress Pamela Anderson is intense.",2016-02-25
65715,RELIGION,"Man Allegedly Brandishes Gun, Yells 'All Of You Should Die' To Muslim Couple",Nick Visser,https://www.huffingtonpost.com/entry/st-louis-islamophobia_us_56cd19abe4b0928f5a6dad6e,Local religious leaders have called for the act to be prosecuted as a hate crime.,2016-02-24
65901,RELIGION,Buddhists Stage Massive Lighting Ceremony At Thai Temple,Carol Kuruvilla,https://www.huffingtonpost.com/entry/makha-bucha-2016-buddhist-festival_us_56cc90dce4b0ec6725e405df,Hundreds of people came together to renew their commitment to the religion.,2016-02-23
65950,RELIGION,The Subscription Service That Promises To Deliver 'Jew-y Goodness' To Your Door,Carol Kuruvilla,https://www.huffingtonpost.com/entry/hello-mazel-jewish-subscription-box_us_56c4978ee4b08ffac12721f0,Hello Mazel is a quarterly subscription box service that's perfect for modern-day Jews.,2016-02-22
66326,RELIGION,"At Mexico-U.S. Border, Pope Francis Decries Suffering of Migrants","Philip Pullella and Gabriel Stargardter, Reuters",https://www.huffingtonpost.com/entry/pope-francis-mexico_us_56c542bce4b0b40245c91786,"CIUDAD JUAREZ, Mexico (Reuters) - Pope Francis on Wednesday railed against immigration policies that force many underground",2016-02-18
66412,RELIGION,Daily Meditation: Carefree Heart,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-carefree-heart_us_56c3bbe7e4b0c3c550531bb7,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-02-17
66590,RELIGION,"Despite Zika Outbreak, Catholic Leaders Say Contraceptives Are ‘Not A Solution’",,https://www.huffingtonpost.comhttp://pubx.co/bw5l6m,"When Colombia, El Salvador, and Brazil recently warned women not to get pregnant because of the Zika virus, some human rights",2016-02-15
66595,RELIGION,Daily Meditation: Deliver Us,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-deliver-us_us_56be8335e4b0b40245c6d201,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-02-15
66598,RELIGION,Pope Francis Captivated By Teen Cancer Patient's Rendition Of 'Ave Maria',Carol Kuruvilla,https://www.huffingtonpost.com/entry/pope-francis-ave-maria-cancer-patient_us_56c2119ee4b08ffac125f358,Alexia Garduño broke out into song during Francis' visit to a pediatric hospital in Mexico.,2016-02-15
66703,RELIGION,6 Sexy Love Notes You Might Not Expect To Find In Religious Texts,Carol Kuruvilla,https://www.huffingtonpost.com/entry/religious-love-poems-song-of-solomon_us_56bcbb48e4b0c3c5505046bf,Because passion binds us body and soul.,2016-02-13
66840,RELIGION,"The Pope Just Had A Meeting 1,000 Years In The Making. Here's Why.",Carol Kuruvilla,https://www.huffingtonpost.com/entry/pope-francis-patriarch-kiril_us_56bcd4d1e4b08ffac1244887,Pope Francis made history by meeting with the Russian Orthodox Church's Patriarch Kirill.,2016-02-12
66850,RELIGION,The Important Reason This Man Shined Pope Francis's Shoes,"Philip Pullella, Reuters",https://www.huffingtonpost.com/entry/pope-francis-shoe-shine_us_56be27d6e4b08ffac1250f23,It has nothing to do with fashion.,2016-02-12
66917,RELIGION,Bernie Sanders Embodies Trend Of The 'Spiritual But Not Religious' American,Antonia Blumberg,https://www.huffingtonpost.com/entry/bernie-sanders-spirituality_us_56bcda51e4b0b40245c5b5bf,"Jane Sanders, the senator's wife, opened up about the couple's faith in a recent interview.",2016-02-11
66938,RELIGION,Daily Meditation: Love At Last,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation-love-at-last_us_56bbd26ce4b08ffac123f374,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",2016-02-11
67357,RELIGION,"Lunar New Year 2016: Facts, Dates, And Ancient Traditions",Carol Kuruvilla,https://www.huffingtonpost.com/entry/chinese-new-year-2016-facts-dates-and-ancient-traditions_us_56b4e014e4b04f9b57d961d6,The Year of the Monkey starts Monday and festivities last for 15 days.,2016-02-06
67953,RELIGION,"Pope Francis' Philadelphia Fiat Sells At Auction For $82,000",,https://www.huffingtonpost.com/entry/pope-francis-philadelphia-fiat-auction_us_56ac6ac5e4b0010e80ea3f07,The cash raised will go to good causes.,2016-01-30
68005,RELIGION,"Imbolc 2016: Facts, Dates, Traditions And Rituals To Know","HuffPost Religion Editors, The Huffington Post",https://www.huffingtonpost.com/entry/imbolc-2016_us_56ac0022e4b077d4fe8e38f3,"Hail, Brigid!",2016-01-30
68108,RELIGION,This Is What Spiritually-Guided Politics Could Look Like,Antonia Blumberg,https://www.huffingtonpost.com/entry/healing-the-heart-of-democracy_us_56aaa370e4b0010e80e97f62,"Two activists say their ""soulful"" method will help people understand their differences.",2016-01-29
68155,RELIGION,Advice For Anyone Who Has Ever Doubted Their Religion,Carol Kuruvilla,https://www.huffingtonpost.com/entry/the-liturgists-podcast-doubt-in-christianity_us_56a8f349e4b0947efb66273e,Mike McHargue and Michael Gungor of The Liturgists Podcast joined HuffPost Religion to talk about this very common feeling.,2016-01-28
